vsRANDOM_WALK:logisParam_1.0_bThres_0.01_qrParam_1.0_numRWSample_30_isRandomized_0.0    0.0429
vsRANDOM_WALK:logisParam_1.0_bThres_0.01_qrParam_3.0_numRWSample_30_isRandomized_0.0    0.0401
vsRANDOM_WALK:logisParam_1.0_bThres_0.01_qrParam_3.0_numRWSample_30_isRandomized_1.0    0.8368
vsRANDOM_WALK:logisParam_3.0_bThres_0.01_qrParam_1.0_numRWSample_30_isRandomized_0.0    0.0418
vsRANDOM_WALK:logisParam_3.0_bThres_0.01_qrParam_3.0_numRWSample_30_isRandomized_0.0    0.0384
