RANDOM_WALK:numRWSample_100_qrParam_1.0	0.0449
RANDOM_WALK:numRWSample_100_qrParam_3.0	0.0351
VALUE_PROPAGATION:maxNumSelectCandidate_10.0_minNumSelectCandidate_2.0_numSelectCandidateRatio_0.3_qrParam_3.0_stdev_0.0	0.92
